race_id,race_date,venue,race_number,race_name,grade,distance,surface,track_condition,weather,horse_number,gate_number,horse_name,horse_id,sex_age,weight,jockey_name,jockey_id,trainer_name,odds,popularity,finish_position,finish_time,last_3f,horse_weight,horse_weight_diff,corner_positions
20250216TOK11,2025-02-16,東京,11,如月賞,2勝,1800,ダート,良,晴,6,3,アイアンハート,H015,牡5,57.0,田中一郎,J001,山田太郎,20.0,6,6,113.2,38.0,520,0,6-6-6-6
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,1,1,ゴールドフラッシュ,H001,牡4,57.0,田中一郎,J001,山田太郎,2.5,1,3,123.5,35.5,486,2,5-5-4-3
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,2,1,レッドブレイズ,H003,牝4,55.0,高橋三郎,J003,中村一男,3.8,2,1,122.8,34.8,454,2,3-3-2-1
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,3,2,スターライトノヴァ,H009,牡4,57.0,斎藤九一,J009,井上七子,5.5,3,2,123.0,35.0,474,2,4-4-3-2
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,4,2,シルバーウィンド,H002,牡5,57.0,鈴木次郎,J002,佐藤花子,8.0,4,4,123.8,35.8,470,2,2-2-1-4
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,5,3,エメラルドスカイ,H012,牡3,55.0,渡辺五郎,J005,加藤三子,12.5,5,5,124.0,36.0,470,2,1-1-5-5
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,6,3,ルビードリーム,H011,牝4,55.0,松本六助,J006,吉田四郎,15.0,6,6,124.5,36.5,444,2,6-6-6-6
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,7,4,オパールムーン,H013,牝5,55.0,伊藤四郎,J004,小林二郎,22.0,7,7,125.0,37.0,458,2,7-7-7-7
20250302NAK11,2025-03-02,中山,11,弥生賞,G2,2000,芝,重,雨,8,4,クリスタルレイン,H016,牡3,55.0,岡田十郎,J010,藤田八男,28.0,8,8,125.5,37.2,452,0,8-8-8-8
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,1,1,レッドブレイズ,H003,牝4,55.0,高橋三郎,J003,中村一男,2.8,1,1,82.5,34.0,456,2,2-2-1-1
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,2,1,パープルヘイズ,H006,牝3,53.0,鈴木次郎,J002,佐藤花子,5.0,2,2,82.8,34.2,436,2,1-1-2-2
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,3,2,ルビードリーム,H011,牝4,55.0,田中一郎,J001,山田太郎,6.5,3,3,83.0,34.5,446,2,3-3-3-3
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,4,2,オパールムーン,H013,牝5,55.0,松本六助,J006,吉田四郎,10.0,4,4,83.3,34.8,460,2,4-4-4-4
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,5,3,サファイアスター,H017,牝3,53.0,渡辺五郎,J005,加藤三子,15.0,5,5,83.8,35.2,430,0,5-5-5-5
20250316HAN11,2025-03-16,阪神,11,フィリーズレビュー,G2,1400,芝,良,晴,6,3,アメジストローズ,H018,牝3,53.0,木村七男,J007,山本五子,20.0,6,6,84.2,35.5,442,-2,6-6-6-6
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,1,1,ゴールドフラッシュ,H001,牡4,57.0,田中一郎,J001,山田太郎,3.0,1,1,94.8,33.5,488,2,3-3-2-1
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,2,1,シルバーウィンド,H002,牡5,57.0,鈴木次郎,J002,佐藤花子,5.5,3,3,95.3,34.0,472,2,1-1-1-3
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,3,2,スターライトノヴァ,H009,牡4,57.0,斎藤九一,J009,井上七子,4.8,2,2,95.0,33.8,476,2,4-4-3-2
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,4,2,グリーンフォレスト,H005,牡3,55.0,渡辺五郎,J005,加藤三子,8.5,4,4,95.5,34.2,464,2,2-2-4-4
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,5,3,ホワイトスノー,H007,牡5,57.0,木村七男,J007,山本五子,12.0,5,5,95.8,34.5,500,2,5-5-5-5
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,6,3,クリスタルレイン,H016,牡3,55.0,岡田十郎,J010,藤田八男,18.0,6,6,96.2,35.0,454,2,6-6-6-6
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,7,4,アイアンハート,H015,牡5,57.0,林八郎,J008,松田六助,25.0,7,7,96.8,35.5,522,2,7-7-7-7
20250330TOK11,2025-03-30,東京,11,ダービー卿CT,G3,1600,芝,良,晴,8,4,トパーズサン,H014,牡4,57.0,伊藤四郎,J004,小林二郎,35.0,8,8,97.2,36.0,490,2,8-8-8-8
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,1,1,レッドブレイズ,H003,牝4,55.0,高橋三郎,J003,中村一男,2.2,1,1,94.5,33.2,458,2,2-2-1-1
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,2,1,パープルヘイズ,H006,牝3,55.0,鈴木次郎,J002,佐藤花子,5.8,3,3,95.0,33.8,438,2,1-1-3-3
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,3,2,ルビードリーム,H011,牝4,55.0,田中一郎,J001,山田太郎,4.5,2,2,94.8,33.5,448,2,3-3-2-2
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,4,2,サファイアスター,H017,牝3,55.0,渡辺五郎,J005,加藤三子,8.0,4,4,95.3,34.0,432,2,4-4-4-4
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,5,3,アメジストローズ,H018,牝3,55.0,木村七男,J007,山本五子,12.5,5,5,95.8,34.5,444,2,5-5-5-5
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,6,3,オパールムーン,H013,牝5,55.0,松本六助,J006,吉田四郎,18.0,6,6,96.2,35.0,462,2,6-6-6-6
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,7,4,ダイヤモンドティアラ,H019,牝3,55.0,斎藤九一,J009,井上七子,22.0,7,7,96.5,35.2,428,0,7-7-7-7
20250413HAN11,2025-04-13,阪神,11,桜花賞,G1,1600,芝,良,晴,8,4,ムーンライトソナタ,H020,牝3,55.0,岡田十郎,J010,藤田八男,30.0,8,8,97.0,35.8,436,-2,8-8-8-8
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,1,1,ゴールドフラッシュ,H001,牡4,58.0,田中一郎,J001,山田太郎,2.0,1,1,197.5,34.5,490,2,5-5-3-2-1
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,2,1,スターライトノヴァ,H009,牡4,58.0,斎藤九一,J009,井上七子,4.5,2,2,197.8,34.8,478,2,4-4-4-3-2
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,3,2,シルバーウィンド,H002,牡5,58.0,鈴木次郎,J002,佐藤花子,6.0,3,4,198.5,35.2,474,2,1-1-1-1-4
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,4,2,サンダーボルト,H010,牡5,58.0,岡田十郎,J010,藤田八男,8.0,4,3,198.2,35.0,510,2,3-3-2-4-3
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,5,3,エメラルドスカイ,H012,牡3,56.0,渡辺五郎,J005,加藤三子,12.0,5,5,199.0,35.5,472,2,2-2-5-5-5
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,6,3,ブルーオーシャン,H004,牡4,58.0,伊藤四郎,J004,小林二郎,15.0,6,6,199.5,36.0,498,2,6-6-6-6-6
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,7,4,アイアンハート,H015,牡5,58.0,林八郎,J008,松田六助,25.0,7,7,200.0,36.5,524,2,7-7-7-7-7
20250427TOK11,2025-04-27,東京,11,天皇賞春,G1,3200,芝,良,晴,8,4,クリスタルレイン,H016,牡3,56.0,高橋三郎,J003,中村一男,35.0,8,8,201.0,37.0,456,2,8-8-8-8-8
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,1,1,レッドブレイズ,H003,牝4,56.0,高橋三郎,J003,中村一男,1.8,1,1,93.8,33.0,460,2,2-2-1-1
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,2,1,ルビードリーム,H011,牝4,56.0,田中一郎,J001,山田太郎,4.0,2,2,94.2,33.5,450,2,3-3-2-2
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,3,2,パープルヘイズ,H006,牝3,54.0,鈴木次郎,J002,佐藤花子,6.5,3,3,94.5,33.8,440,2,1-1-3-3
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,4,2,サファイアスター,H017,牝3,54.0,渡辺五郎,J005,加藤三子,8.5,4,4,95.0,34.2,434,2,4-4-4-4
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,5,3,オパールムーン,H013,牝5,56.0,松本六助,J006,吉田四郎,12.0,5,5,95.5,34.5,464,2,5-5-5-5
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,6,3,ダイヤモンドティアラ,H019,牝3,54.0,斎藤九一,J009,井上七子,18.0,6,6,96.0,35.0,430,2,6-6-6-6
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,7,4,アメジストローズ,H018,牝3,54.0,木村七男,J007,山本五子,25.0,7,7,96.5,35.5,446,2,7-7-7-7
20250511TOK11,2025-05-11,東京,11,ヴィクトリアM,G1,1600,芝,良,晴,8,4,ムーンライトソナタ,H020,牝3,54.0,岡田十郎,J010,藤田八男,32.0,8,8,97.0,36.0,438,-2,8-8-8-8
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,1,1,ゴールドフラッシュ,H001,牡4,57.0,田中一郎,J001,山田太郎,2.5,1,2,147.8,34.5,492,2,4-4-3-2
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,2,1,スターライトノヴァ,H009,牡4,57.0,斎藤九一,J009,井上七子,3.5,2,1,147.5,34.0,480,2,3-3-2-1
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,3,2,エメラルドスカイ,H012,牡3,55.0,渡辺五郎,J005,加藤三子,6.0,3,3,148.0,34.8,474,2,5-5-4-3
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,4,2,クリスタルレイン,H016,牡3,55.0,高橋三郎,J003,中村一男,8.0,4,4,148.5,35.0,458,2,2-2-5-4
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,5,3,ブルーオーシャン,H004,牡4,57.0,伊藤四郎,J004,小林二郎,10.0,5,5,149.0,35.5,500,2,1-1-1-5
20250525TOK10,2025-05-25,東京,10,青葉特別,2勝,2400,芝,稍重,曇,6,3,グリーンフォレスト,H005,牡3,55.0,松本六助,J006,吉田四郎,15.0,6,6,149.5,36.0,466,2,6-6-6-6
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,1,1,ゴールドフラッシュ,H001,牡4,58.0,田中一郎,J001,山田太郎,2.8,1,2,94.2,33.8,494,2,3-3-2-2
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,2,1,レッドブレイズ,H003,牝4,56.0,高橋三郎,J003,中村一男,3.2,2,1,94.0,33.5,462,2,2-2-1-1
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,3,2,スターライトノヴァ,H009,牡4,58.0,斎藤九一,J009,井上七子,5.5,3,3,94.5,34.0,482,2,4-4-3-3
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,4,2,シルバーウィンド,H002,牡5,58.0,鈴木次郎,J002,佐藤花子,7.0,4,4,95.0,34.5,476,2,1-1-4-4
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,5,3,パープルヘイズ,H006,牝3,54.0,松本六助,J006,吉田四郎,10.0,5,5,95.5,34.8,442,2,5-5-5-5
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,6,3,グリーンフォレスト,H005,牡3,56.0,渡辺五郎,J005,加藤三子,15.0,6,6,96.0,35.5,468,2,6-6-6-6
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,7,4,ホワイトスノー,H007,牡5,58.0,木村七男,J007,山本五子,20.0,7,7,96.5,36.0,502,2,7-7-7-7
20250608NAK11,2025-06-08,中山,11,安田記念,G1,1600,芝,良,晴,8,4,トパーズサン,H014,牡4,58.0,岡田十郎,J010,藤田八男,28.0,8,8,97.0,36.5,492,2,8-8-8-8
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,1,1,ゴールドフラッシュ,H001,牡4,58.0,田中一郎,J001,山田太郎,2.0,1,1,132.0,34.0,496,2,4-4-2-1
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,2,1,レッドブレイズ,H003,牝4,56.0,高橋三郎,J003,中村一男,3.5,2,2,132.3,34.2,464,2,3-3-1-2
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,3,2,スターライトノヴァ,H009,牡4,58.0,斎藤九一,J009,井上七子,5.0,3,3,132.8,34.5,484,2,5-5-3-3
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,4,2,サンダーボルト,H010,牡5,58.0,岡田十郎,J010,藤田八男,7.5,4,4,133.2,35.0,512,2,2-2-4-4
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,5,3,シルバーウィンド,H002,牡5,58.0,鈴木次郎,J002,佐藤花子,10.0,5,5,133.8,35.5,478,2,1-1-5-5
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,6,3,ダークシャドウ,H008,牡6,58.0,林八郎,J008,松田六助,15.0,6,6,134.2,36.0,514,2,6-6-6-6
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,7,4,ルビードリーム,H011,牝4,56.0,伊藤四郎,J004,小林二郎,20.0,7,7,134.8,36.5,452,2,7-7-7-7
20250622HAN11,2025-06-22,阪神,11,宝塚記念,G1,2200,芝,良,晴,8,4,エメラルドスカイ,H012,牡3,56.0,渡辺五郎,J005,加藤三子,30.0,8,8,135.5,37.0,476,2,8-8-8-8
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,1,1,ダークシャドウ,H008,牡6,57.0,林八郎,J008,松田六助,3.0,1,1,71.5,36.0,516,2,1-1-1
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,2,1,アイアンハート,H015,牡5,57.0,田中一郎,J001,山田太郎,5.5,2,2,71.8,36.2,526,2,2-2-2
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,3,2,トパーズサン,H014,牡4,57.0,木村七男,J007,山本五子,7.0,3,3,72.0,36.5,494,2,3-3-3
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,4,2,サンダーボルト,H010,牡5,57.0,岡田十郎,J010,藤田八男,10.0,4,4,72.5,37.0,514,2,4-4-4
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,5,3,ブルーオーシャン,H004,牡4,57.0,伊藤四郎,J004,小林二郎,15.0,5,5,73.0,37.5,502,2,5-5-5
20250706NAK10,2025-07-06,中山,10,夏風特別,2勝,1200,ダート,重,雨,6,3,グリーンフォレスト,H005,牡3,55.0,渡辺五郎,J005,加藤三子,22.0,6,6,73.5,38.0,470,2,6-6-6
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,1,1,ゴールドフラッシュ,H001,牡4,57.0,田中一郎,J001,山田太郎,2.5,1,1,120.0,33.5,498,2,3-3-2-1
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,2,1,スターライトノヴァ,H009,牡4,57.0,斎藤九一,J009,井上七子,3.8,2,2,120.3,33.8,486,2,4-4-3-2
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,3,2,シルバーウィンド,H002,牡5,57.0,鈴木次郎,J002,佐藤花子,6.0,3,3,120.5,34.0,480,2,2-2-1-3
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,4,2,エメラルドスカイ,H012,牡3,55.0,渡辺五郎,J005,加藤三子,8.0,4,4,121.0,34.5,478,2,5-5-4-4
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,5,3,クリスタルレイン,H016,牡3,55.0,高橋三郎,J003,中村一男,12.0,5,5,121.5,35.0,460,2,1-1-5-5
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,6,3,ホワイトスノー,H007,牡5,57.0,木村七男,J007,山本五子,18.0,6,6,122.0,35.5,504,2,6-6-6-6
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,7,4,ブルーオーシャン,H004,牡4,57.0,伊藤四郎,J004,小林二郎,22.0,7,7,122.5,36.0,504,2,7-7-7-7
20250720TOK11,2025-07-20,東京,11,夏祭りステークス,3勝,2000,芝,良,晴,8,4,オパールムーン,H013,牝5,55.0,松本六助,J006,吉田四郎,30.0,8,8,123.0,36.5,466,2,8-8-8-8
